Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (FBS),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FBS","Bilans Alimentaires (2010-)","008","Albanie","511","Population totale","S2501","Population","2021","2021","1000 No","2854.71","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","008","Albanie","511","Population totale","S2501","Population","2022","2022","1000 No","2842.32","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","012","Algérie","511","Population totale","S2501","Population","2018","2018","1000 No","41927.01","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","012","Algérie","511","Population totale","S2501","Population","2019","2019","1000 No","42705.37","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","012","Algérie","511","Population totale","S2501","Population","2020","2020","1000 No","43451.67","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","012","Algérie","511","Population totale","S2501","Population","2021","2021","1000 No","44177.97","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","012","Algérie","511","Population totale","S2501","Population","2022","2022","1000 No","44903.22","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","276","Allemagne","511","Population totale","S2501","Population","2018","2018","1000 No","82896.7","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","276","Allemagne","511","Population totale","S2501","Population","2019","2019","1000 No","83148.14","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","276","Allemagne","511","Population totale","S2501","Population","2020","2020","1000 No","83328.99","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","276","Allemagne","511","Population totale","S2501","Population","2021","2021","1000 No","83408.55","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","276","Allemagne","511","Population totale","S2501","Population","2022","2022","1000 No","83369.84","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","024","Angola","511","Population totale","S2501","Population","2018","2018","1000 No","31273.53","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","024","Angola","511","Population totale","S2501","Population","2019","2019","1000 No","32353.59","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","024","Angola","511","Population totale","S2501","Population","2020","2020","1000 No","33428.49","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","024","Angola","511","Population totale","S2501","Population","2021","2021","1000 No","34503.77","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","024","Angola","511","Population totale","S2501","Population","2022","2022","1000 No","35588.99","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","028","Antigua-et-Barbuda","511","Population totale","S2501","Population","2018","2018","1000 No","91.63","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","028","Antigua-et-Barbuda","511","Population totale","S2501","Population","2019","2019","1000 No","92.12","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","028","Antigua-et-Barbuda","511","Population totale","S2501","Population","2020","2020","1000 No","92.66","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","028","Antigua-et-Barbuda","511","Population totale","S2501","Population","2021","2021","1000 No","93.22","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","028","Antigua-et-Barbuda","511","Population totale","S2501","Population","2022","2022","1000 No","93.76","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","682","Arabie saoudite","511","Population totale","S2501","Population","2018","2018","1000 No","35018.13","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","682","Arabie saoudite","511","Population totale","S2501","Population","2019","2019","1000 No","35827.36","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","682","Arabie saoudite","511","Population totale","S2501","Population","2020","2020","1000 No","35997.11","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","682","Arabie saoudite","511","Population totale","S2501","Population","2021","2021","1000 No","35950.4","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","682","Arabie saoudite","511","Population totale","S2501","Population","2022","2022","1000 No","36408.82","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","032","Argentine","511","Population totale","S2501","Population","2018","2018","1000 No","44413.6","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","032","Argentine","511","Population totale","S2501","Population","2019","2019","1000 No","44745.52","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","032","Argentine","511","Population totale","S2501","Population","2020","2020","1000 No","45036.03","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","032","Argentine","511","Population totale","S2501","Population","2021","2021","1000 No","45276.78","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","032","Argentine","511","Population totale","S2501","Population","2022","2022","1000 No","45510.32","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","051","Arménie","511","Population totale","S2501","Population","2018","2018","1000 No","2836.56","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","051","Arménie","511","Population totale","S2501","Population","2019","2019","1000 No","2820.6","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","051","Arménie","511","Population totale","S2501","Population","2020","2020","1000 No","2805.61","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","051","Arménie","511","Population totale","S2501","Population","2021","2021","1000 No","2790.97","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","051","Arménie","511","Population totale","S2501","Population","2022","2022","1000 No","2780.47","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","036","Australie","511","Population totale","S2501","Population","2018","2018","1000 No","24979.23","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","036","Australie","511","Population totale","S2501","Population","2019","2019","1000 No","25357.17","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","036","Australie","511","Population totale","S2501","Population","2020","2020","1000 No","25670.05","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","036","Australie","511","Population totale","S2501","Population","2021","2021","1000 No","25921.09","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","036","Australie","511","Population totale","S2501","Population","2022","2022","1000 No","26177.41","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","040","Autriche","511","Population totale","S2501","Population","2018","2018","1000 No","8840.51","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","040","Autriche","511","Population totale","S2501","Population","2019","2019","1000 No","8879.94","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","040","Autriche","511","Population totale","S2501","Population","2020","2020","1000 No","8907.78","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","040","Autriche","511","Population totale","S2501","Population","2021","2021","1000 No","8922.08","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","040","Autriche","511","Population totale","S2501","Population","2022","2022","1000 No","8939.62","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","031","Azerbaïdjan","511","Population totale","S2501","Population","2018","2018","1000 No","10152.52","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","031","Azerbaïdjan","511","Population totale","S2501","Population","2019","2019","1000 No","10232.75","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","031","Azerbaïdjan","511","Population totale","S2501","Population","2020","2020","1000 No","10284.95","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","031","Azerbaïdjan","511","Population totale","S2501","Population","2021","2021","1000 No","10312.99","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","031","Azerbaïdjan","511","Population totale","S2501","Population","2022","2022","1000 No","10358.07","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","511","Population totale","S2501","Population","2018","2018","1000 No","401.91","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","511","Population totale","S2501","Population","2019","2019","1000 No","404.56","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","511","Population totale","S2501","Population","2020","2020","1000 No","406.47","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","511","Population totale","S2501","Population","2021","2021","1000 No","407.91","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","511","Population totale","S2501","Population","2022","2022","1000 No","409.98","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","048","Bahreïn","511","Population totale","S2501","Population","2019","2019","1000 No","1494.19","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","048","Bahreïn","511","Population totale","S2501","Population","2020","2020","1000 No","1477.47","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","048","Bahreïn","511","Population totale","S2501","Population","2021","2021","1000 No","1463.27","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","048","Bahreïn","511","Population totale","S2501","Population","2022","2022","1000 No","1472.23","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","511","Population totale","S2501","Population","2018","2018","1000 No","163683.96","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","511","Population totale","S2501","Population","2019","2019","1000 No","165516.22","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","511","Population totale","S2501","Population","2020","2020","1000 No","167420.95","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","511","Population totale","S2501","Population","2021","2021","1000 No","169356.25","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","511","Population totale","S2501","Population","2022","2022","1000 No","171186.37","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","052","Barbade","511","Population totale","S2501","Population","2018","2018","1000 No","279.69","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","052","Barbade","511","Population totale","S2501","Population","2019","2019","1000 No","280.18","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","052","Barbade","511","Population totale","S2501","Population","2020","2020","1000 No","280.69","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","052","Barbade","511","Population totale","S2501","Population","2021","2021","1000 No","281.2","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","052","Barbade","511","Population totale","S2501","Population","2022","2022","1000 No","281.63","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","511","Population totale","S2501","Population","2018","2018","1000 No","9695.57","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","511","Population totale","S2501","Population","2019","2019","1000 No","9673.97","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","511","Population totale","S2501","Population","2020","2020","1000 No","9633.74","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","511","Population totale","S2501","Population","2021","2021","1000 No","9578.17","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","511","Population totale","S2501","Population","2022","2022","1000 No","9534.95","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","056","Belgique","511","Population totale","S2501","Population","2018","2018","1000 No","11448.6","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","056","Belgique","511","Population totale","S2501","Population","2019","2019","1000 No","11510.57","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","056","Belgique","511","Population totale","S2501","Population","2020","2020","1000 No","11561.72","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","056","Belgique","511","Population totale","S2501","Population","2021","2021","1000 No","11611.42","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","056","Belgique","511","Population totale","S2501","Population","2022","2022","1000 No","11655.93","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","084","Belize","511","Population totale","S2501","Population","2018","2018","1000 No","382.07","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","084","Belize","511","Population totale","S2501","Population","2019","2019","1000 No","389.1","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","084","Belize","511","Population totale","S2501","Population","2020","2020","1000 No","394.92","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","084","Belize","511","Population totale","S2501","Population","2021","2021","1000 No","400.03","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","084","Belize","511","Population totale","S2501","Population","2022","2022","1000 No","405.27","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","204","Bénin","511","Population totale","S2501","Population","2018","2018","1000 No","11940.68","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","204","Bénin","511","Population totale","S2501","Population","2019","2019","1000 No","12290.44","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","204","Bénin","511","Population totale","S2501","Population","2020","2020","1000 No","12643.12","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","204","Bénin","511","Population totale","S2501","Population","2021","2021","1000 No","12996.9","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","204","Bénin","511","Population totale","S2501","Population","2022","2022","1000 No","13352.86","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","064","Bhoutan","511","Population totale","S2501","Population","2019","2019","1000 No","767.46","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","064","Bhoutan","511","Population totale","S2501","Population","2020","2020","1000 No","772.51","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","064","Bhoutan","511","Population totale","S2501","Population","2021","2021","1000 No","777.49","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","064","Bhoutan","511","Population totale","S2501","Population","2022","2022","1000 No","782.46","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","068","Bolivie (État plurinational de)","511","Population totale","S2501","Population","2018","2018","1000 No","11606.91","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","068","Bolivie (État plurinational de)","511","Population totale","S2501","Population","2019","2019","1000 No","11777.32","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","068","Bolivie (État plurinational de)","511","Population totale","S2501","Population","2020","2020","1000 No","11936.16","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","068","Bolivie (État plurinational de)","511","Population totale","S2501","Population","2021","2021","1000 No","12079.47","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","068","Bolivie (État plurinational de)","511","Population totale","S2501","Population","2022","2022","1000 No","12224.11","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","070","Bosnie-Herzégovine","511","Population totale","S2501","Population","2018","2018","1000 No","3400.13","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","070","Bosnie-Herzégovine","511","Population totale","S2501","Population","2019","2019","1000 No","3360.71","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","070","Bosnie-Herzégovine","511","Population totale","S2501","Population","2020","2020","1000 No","3318.41","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","070","Bosnie-Herzégovine","511","Population totale","S2501","Population","2021","2021","1000 No","3270.94","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","070","Bosnie-Herzégovine","511","Population totale","S2501","Population","2022","2022","1000 No","3233.53","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","072","Botswana","511","Population totale","S2501","Population","2018","2018","1000 No","2451.41","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","072","Botswana","511","Population totale","S2501","Population","2019","2019","1000 No","2499.7","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","072","Botswana","511","Population totale","S2501","Population","2020","2020","1000 No","2546.4","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","072","Botswana","511","Population totale","S2501","Population","2021","2021","1000 No","2588.42","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","072","Botswana","511","Population totale","S2501","Population","2022","2022","1000 No","2630.3","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","076","Brésil","511","Population totale","S2501","Population","2018","2018","1000 No","210166.59","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","076","Brésil","511","Population totale","S2501","Population","2019","2019","1000 No","211782.88","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","076","Brésil","511","Population totale","S2501","Population","2020","2020","1000 No","213196.3","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","076","Brésil","511","Population totale","S2501","Population","2021","2021","1000 No","214326.22","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","076","Brésil","511","Population totale","S2501","Population","2022","2022","1000 No","215313.5","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","100","Bulgarie","511","Population totale","S2501","Population","2018","2018","1000 No","7117.43","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","100","Bulgarie","511","Population totale","S2501","Population","2019","2019","1000 No","7052.53","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","100","Bulgarie","511","Population totale","S2501","Population","2020","2020","1000 No","6979.18","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","100","Bulgarie","511","Population totale","S2501","Population","2021","2021","1000 No","6885.87","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","100","Bulgarie","511","Population totale","S2501","Population","2022","2022","1000 No","6781.95","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","511","Population totale","S2501","Population","2018","2018","1000 No","20392.72","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","511","Population totale","S2501","Population","2019","2019","1000 No","20951.64","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","511","Population totale","S2501","Population","2020","2020","1000 No","21522.63","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","511","Population totale","S2501","Population","2021","2021","1000 No","22100.68","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","511","Population totale","S2501","Population","2022","2022","1000 No","22673.76","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","108","Burundi","511","Population totale","S2501","Population","2018","2018","1000 No","11493.47","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","108","Burundi","511","Population totale","S2501","Population","2019","2019","1000 No","11874.84","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","108","Burundi","511","Population totale","S2501","Population","2020","2020","1000 No","12220.23","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","108","Burundi","511","Population totale","S2501","Population","2021","2021","1000 No","12551.21","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","108","Burundi","511","Population totale","S2501","Population","2022","2022","1000 No","12889.58","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","511","Population totale","S2501","Population","2018","2018","1000 No","571.2","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","511","Population totale","S2501","Population","2019","2019","1000 No","577.03","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","511","Population totale","S2501","Population","2020","2020","1000 No","582.64","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","511","Population totale","S2501","Population","2021","2021","1000 No","587.92","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","511","Population totale","S2501","Population","2022","2022","1000 No","593.15","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","511","Population totale","S2501","Population","2018","2018","1000 No","16025.24","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","511","Population totale","S2501","Population","2019","2019","1000 No","16207.75","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","511","Population totale","S2501","Population","2020","2020","1000 No","16396.86","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","511","Population totale","S2501","Population","2021","2021","1000 No","16589.02","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","511","Population totale","S2501","Population","2022","2022","1000 No","16767.84","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","511","Population totale","S2501","Population","2018","2018","1000 No","25076.75","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","511","Population totale","S2501","Population","2019","2019","1000 No","25782.34","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","511","Population totale","S2501","Population","2020","2020","1000 No","26491.09","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","511","Population totale","S2501","Population","2021","2021","1000 No","27198.63","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","511","Population totale","S2501","Population","2022","2022","1000 No","27914.54","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","124","Canada","511","Population totale","S2501","Population","2018","2018","1000 No","37035.25","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","124","Canada","511","Population totale","S2501","Population","2019","2019","1000 No","37522.58","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","124","Canada","511","Population totale","S2501","Population","2020","2020","1000 No","37888.71","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","124","Canada","511","Population totale","S2501","Population","2021","2021","1000 No","38155.01","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","124","Canada","511","Population totale","S2501","Population","2022","2022","1000 No","38454.33","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","152","Chili","511","Population totale","S2501","Population","2018","2018","1000 No","18701.45","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","152","Chili","511","Population totale","S2501","Population","2019","2019","1000 No","19039.49","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","152","Chili","511","Population totale","S2501","Population","2020","2020","1000 No","19300.31","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","152","Chili","511","Population totale","S2501","Population","2021","2021","1000 No","19493.19","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","152","Chili","511","Population totale","S2501","Population","2022","2022","1000 No","19603.73","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","159","Chine","511","Population totale","S2501","Population","2018","2018","1000 No","1448928.2","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","159","Chine","511","Population totale","S2501","Population","2019","2019","1000 No","1453801.54","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","159","Chine","511","Population totale","S2501","Population","2020","2020","1000 No","1456928.49","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","159","Chine","511","Population totale","S2501","Population","2021","2021","1000 No","1457934.56","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","159","Chine","511","Population totale","S2501","Population","2022","2022","1000 No","1457964.77","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","511","Population totale","S2501","Population","2018","2018","1000 No","7481.56","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","511","Population totale","S2501","Population","2019","2019","1000 No","7496.12","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","511","Population totale","S2501","Population","2020","2020","1000 No","7500.96","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","511","Population totale","S2501","Population","2021","2021","1000 No","7494.58","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","511","Population totale","S2501","Population","2022","2022","1000 No","7488.86","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","511","Population totale","S2501","Population","2018","2018","1000 No","650.99","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","511","Population totale","S2501","Population","2019","2019","1000 No","663.65","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","511","Population totale","S2501","Population","2020","2020","1000 No","676.28","X","Ciffre de sources internationales",""
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","511","Population totale","S2501","Population","2021","2021","1000 No","686.61","X","Ciffre de sources internationales",""
